submission_id,is_training,trial_id,comments,languages,trial_type,pc_prag_analysis,rating_adopt,inferred_goal_strength,is_critical,sentence_after,prolific_session_id,context,experiment_end_time,rating_g,marker,trial_key,age,g_implied_analysis,question_adopt,pc_prag,display_order,scale_step,scale_min,trial_index,item_id,education,scale_max,topic,list_num,g_implied,adoption_likelihood,sentence_before,condition_index,prolific_pid,marker_assignment_source,experiment_duration,is_filler,prolific_study_id,rt,question_goal,recommended_action,responseTime,experiment_start_time
3610,false,7,,Deutsch,critical,low,64,88,true,das Risiko für Herz-Kreislauf-Erkrankungen deutlich.,69ad10e7e1735c0b213c626f,"Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass regelmäßige körperliche Bewegung das Risiko für Herz-Kreislauf-Erkrankungen deutlich senkt.",1772949964546,88,bekanntlich,critical-7-c1-list3,50,high,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",low,10,1,0,10,7,Höherer Abschluss,100,sport,3,high,64,Regelmäßige körperliche Bewegung senkt,1,615323ff5ce68a5dbe37eebe,comprehension_marker_assignment_balanced.csv,161987,false,69aca37e417992637b6ed8da,6731,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",regelmäßig Sport in deinen Alltag integrieren,6731,1772949802559
3610,false,101,,Deutsch,filler,filler,58,81,false,für Reisen innerhalb Deutschlands sehr praktisch.,69ad10e7e1735c0b213c626f,"Dein/e Gesprächspartner/in spricht mit dir über Reisemöglichkeiten in Deutschland. Ihr überlegt, wie man umweltfreundlich von München nach Hamburg kommen kann.",1772949964546,81,ja,filler-101-filler-list3,50,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,11,1,0,11,101,Höherer Abschluss,100,bahn,3,,58,Der Zug ist,,615323ff5ce68a5dbe37eebe,random_filler,161987,true,69aca37e417992637b6ed8da,6817,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",häufiger mit der Bahn reisen,6817,1772949802559
3610,false,4,,Deutsch,critical,high,72,83,true,in der heutigen Arbeitswelt unverzichtbar.,69ad10e7e1735c0b213c626f,Dein/e Gesprächspartner/in spricht mit dir über Berufsausbildung und Weiterbildung. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.,1772949964546,83,ja,critical-4-c2-list3,50,low,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",high,12,1,0,12,4,Höherer Abschluss,100,digitalisierung,3,low,72,Digitale Kompetenzen sind,2,615323ff5ce68a5dbe37eebe,comprehension_marker_assignment_balanced.csv,161987,false,69aca37e417992637b6ed8da,12312,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",regelmäßig digitale Weiterbildungsangebote nutzen,12312,1772949802559
3610,false,107,,Deutsch,filler,filler,64,87,false,die Luftqualität merklich.,69ad10e7e1735c0b213c626f,"Dein/e Gesprächspartner/in spricht mit dir in eurem schlecht belüfteten Großraumbüro. Du hast erwähnt, dass du dich dort häufig unwohl fühlst.",1772949964546,87,ja,filler-107-filler-list3,50,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,13,1,0,13,107,Höherer Abschluss,100,frischluft,3,,64,Regelmäßiges Lüften verbessert,,615323ff5ce68a5dbe37eebe,random_filler,161987,true,69aca37e417992637b6ed8da,6484,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",dein Büro öfter lüften,6484,1772949802559
3610,false,1,,Deutsch,critical,high,55,90,true,durch menschliche Aktivitäten verursacht.,69ad10e7e1735c0b213c626f,Dein/e Gesprächspartner/in spricht mit dir über den Klimawandel. In eurem gemeinsamen Umfeld gehen die Meinungen dazu allerdings stark auseinander.,1772949964546,90,bekanntlich,critical-1-c3-list3,50,high,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",high,14,1,0,14,1,Höherer Abschluss,100,klimawandel,3,high,55,Der Klimawandel wird,3,615323ff5ce68a5dbe37eebe,comprehension_marker_assignment_balanced.csv,161987,false,69aca37e417992637b6ed8da,5236,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",auf Flugreisen verzichten,5236,1772949802559
3610,false,6,,Deutsch,critical,low,56,75,true,den Meeresökosystemen erheblich.,69ad10e7e1735c0b213c626f,"Dein/e Gesprächspartner/in spricht mit dir über Umweltschutz. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass Einwegplastik den Meeresökosystemen erheblich schadet.",1772949964546,75,soviel ich weiß,critical-6-c0-list3,50,low,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",low,15,1,0,15,6,Höherer Abschluss,100,plastik,3,low,56,Einwegplastik schadet,0,615323ff5ce68a5dbe37eebe,comprehension_marker_assignment_balanced.csv,161987,false,69aca37e417992637b6ed8da,5890,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",konsequent auf Einwegplastik verzichten,5890,1772949802559
3610,false,108,,Deutsch,filler,filler,64,88,false,auf Dauer das Gehör.,69ad10e7e1735c0b213c626f,Dein/e Gesprächspartner/in spricht mit dir über Hörgewohnheiten. Du hörst ständig mit voller Lautstärke Musik über Kopfhörer.,1772949964546,88,ja,filler-108-filler-list3,50,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,16,1,0,16,108,Höherer Abschluss,100,laerm,3,,64,Laute Musik in Kopfhörern schädigt,,615323ff5ce68a5dbe37eebe,random_filler,161987,true,69aca37e417992637b6ed8da,7267,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",die Lautstärke beim Musikhören reduzieren,7267,1772949802559
3611,true,training,,Deutsch,training,low,62,55,false,"im Arbeitsalltag, konzentriert zu bleiben.",69ad10c182ae921394d7131b,"Stell dir vor, ein Freund spricht mit dir über den Arbeitsalltag. In eurem Umfeld sehen die meisten das ähnlich: regelmäßige Pausen helfen dabei, sich besser zu konzentrieren.",1772950295926,55,ja,training,32,high,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",low,0,1,0,0,training,Höherer Abschluss,100,training,0,high,62,Regelmäßige Pausen helfen,,5b8eab705206680001da3583,manual_training,593447,false,69aca37e417992637b6ed8da,21262,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",heute bewusst kurze Pausen einplanen,17624,1772949702479
3611,false,103,,Deutsch,filler,filler,30,32,false,im Vergleich zu Fertiggerichten Geld.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir über den Ernährungsalltag. Du hast erwähnt, dass dein Geld für Essen kaum reicht.",1772950295926,32,bekanntlich,filler-103-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,1,1,0,1,103,Höherer Abschluss,100,kochen,0,,30,Frisch Kochen spart,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,11130,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",öfter selbst kochen,11130,1772949702479
3611,false,108,,Deutsch,filler,filler,13,20,false,auf Dauer das Gehör.,69ad10c182ae921394d7131b,Dein/e Gesprächspartner/in spricht mit dir über Hörgewohnheiten. Du hörst ständig mit voller Lautstärke Musik über Kopfhörer.,1772950295926,20,soviel ich weiß,filler-108-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,2,1,0,2,108,Höherer Abschluss,100,laerm,0,,13,Laute Musik in Kopfhörern schädigt,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,6618,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",die Lautstärke beim Musikhören reduzieren,6618,1772949702479
3611,false,105,,Deutsch,filler,filler,12,13,false,der mentalen Gesundheit gut.,69ad10c182ae921394d7131b,Dein/e Gesprächspartner/in spricht mit dir über Arbeit und Erholung. Du arbeitest seit Monaten ohne Urlaub durch und bist erschöpft.,1772950295926,13,soviel ich weiß,filler-105-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,3,1,0,3,105,Höherer Abschluss,100,urlaub,0,,12,Regelmäßige Auszeiten tun,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,4971,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",dieses Jahr endlich Urlaub nehmen,4971,1772949702479
3611,false,8,,Deutsch,critical,high,8,15,true,die regionale Wirtschaft nachhaltig.,69ad10c182ae921394d7131b,Dein/e Gesprächspartner/in spricht mit dir über Einkaufsgewohnheiten. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.,1772950295926,15,soviel ich weiß,critical-8-c3-list0,32,high,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",high,4,1,0,4,8,Höherer Abschluss,100,lokalkauf,0,high,8,Der Einkauf bei lokalen Händlern stärkt,3,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,5513,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",öfter bei lokalen Geschäften einkaufen,5513,1772949702479
3611,false,4,,Deutsch,critical,high,22,22,true,in der heutigen Arbeitswelt unverzichtbar.,69ad10c182ae921394d7131b,Dein/e Gesprächspartner/in spricht mit dir über Berufsausbildung und Weiterbildung. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.,1772950295926,22,bekanntlich,critical-4-c3-list0,32,high,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",high,5,1,0,5,4,Höherer Abschluss,100,digitalisierung,0,high,22,Digitale Kompetenzen sind,3,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,4608,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",regelmäßig digitale Weiterbildungsangebote nutzen,4608,1772949702479
3611,false,2,,Deutsch,critical,low,27,29,true,die Gesundheit.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir über Ernährungsgewohnheiten. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass eine überwiegend pflanzliche Ernährung die Gesundheit fördert.",1772950295926,29,bekanntlich,critical-2-c1-list0,32,high,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",low,6,1,0,6,2,Höherer Abschluss,100,ernaehrung,0,high,27,Eine überwiegend pflanzliche Ernährung fördert,1,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,3388,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",mehr pflanzliche Lebensmittel in deinen Alltag einbauen,3388,1772949702479
3611,false,5,,Deutsch,critical,low,25,26,true,entscheidend für die kognitive Leistungsfähigkeit.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir über Gesundheit und Wohlbefinden. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass ausreichend Schlaf entscheidend für die kognitive Leistungsfähigkeit ist.",1772950295926,26,soviel ich weiß,critical-5-c0-list0,32,low,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",low,7,1,0,7,5,Höherer Abschluss,100,schlaf,0,low,25,Ausreichend Schlaf ist,0,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,9957,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",auf feste Schlafzeiten achten,9957,1772949702479
3611,false,107,,Deutsch,filler,filler,25,25,false,die Luftqualität merklich.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir in eurem schlecht belüfteten Großraumbüro. Du hast erwähnt, dass du dich dort häufig unwohl fühlst.",1772950295926,25,soviel ich weiß,filler-107-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,8,1,0,8,107,Höherer Abschluss,100,frischluft,0,,25,Regelmäßiges Lüften verbessert,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,6577,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",dein Büro öfter lüften,6577,1772949702479
3611,false,1,,Deutsch,critical,low,65,63,true,durch menschliche Aktivitäten verursacht.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir über den Klimawandel. In eurem gemeinsamen Umfeld teilen die meisten die Ansicht, dass der Klimawandel durch menschliche Aktivitäten verursacht wird.",1772950295926,63,ja,critical-1-c0-list0,32,low,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",low,9,1,0,9,1,Höherer Abschluss,100,klimawandel,0,low,65,Der Klimawandel wird,0,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,6669,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",auf Flugreisen verzichten,6669,1772949702479
3611,false,3,,Deutsch,critical,high,11,10,true,den Stadtverkehr erheblich.,69ad10c182ae921394d7131b,Dein/e Gesprächspartner/in spricht mit dir über Verkehrspolitik in eurer Stadt. In eurem gemeinsamen Umfeld gehen die Meinungen dazu weit auseinander.,1772950295926,10,soviel ich weiß,critical-3-c2-list0,32,low,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",high,10,1,0,10,3,Höherer Abschluss,100,stadtverkehr,0,low,11,Ein ausgebautes Nahverkehrsnetz entlastet,2,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,4638,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",häufiger auf öffentliche Verkehrsmittel umsteigen,4638,1772949702479
3611,false,104,,Deutsch,filler,filler,9,9,false,"vielen Menschen, wach zu werden.",69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir an der Kaffeemaschine im Büro. Du hast erzählt, dass du morgens immer sehr müde bist.",1772950295926,9,soviel ich weiß,filler-104-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,11,1,0,11,104,Höherer Abschluss,100,kaffee,0,,9,Ein Kaffee am Morgen hilft,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,3871,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",morgens eine kleine Kaffeepause einplanen,3871,1772949702479
3611,false,102,,Deutsch,filler,filler,37,38,false,gutes Licht die Augen.,69ad10c182ae921394d7131b,Dein/e Gesprächspartner/in spricht mit dir über Lesegewohnheiten. Du hast dich über Kopfschmerzen beim Lesen beklagt.,1772950295926,38,bekanntlich,filler-102-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,12,1,0,12,102,Höherer Abschluss,100,leselicht,0,,37,Beim Lesen schont,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,7637,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",dir eine bessere Leselampe anschaffen,7637,1772949702479
3611,false,6,,Deutsch,critical,low,32,32,true,den Meeresökosystemen erheblich.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir über Umweltschutz. In eurem gemeinsamen Umfeld teilen die meisten die Überzeugung, dass Einwegplastik den Meeresökosystemen erheblich schadet.",1772950295926,32,bekanntlich,critical-6-c1-list0,32,high,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",low,13,1,0,13,6,Höherer Abschluss,100,plastik,0,high,32,Einwegplastik schadet,1,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,4051,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",konsequent auf Einwegplastik verzichten,4051,1772949702479
3611,false,7,,Deutsch,critical,high,62,61,true,das Risiko für Herz-Kreislauf-Erkrankungen deutlich.,69ad10c182ae921394d7131b,Dein/e Gesprächspartner/in spricht mit dir über gesunden Lebensstil. In eurem gemeinsamen Umfeld gehen die Meinungen dazu stark auseinander.,1772950295926,61,ja,critical-7-c2-list0,32,low,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",high,14,1,0,14,7,Höherer Abschluss,100,sport,0,low,62,Regelmäßige körperliche Bewegung senkt,2,5b8eab705206680001da3583,comprehension_marker_assignment_balanced.csv,593447,false,69aca37e417992637b6ed8da,5046,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",regelmäßig Sport in deinen Alltag integrieren,5046,1772949702479
3611,false,106,,Deutsch,filler,filler,62,64,false,die Konzentrationsfähigkeit.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir. Du hast erwähnt, dass du dich nachmittags immer schlapp und unkonzentriert fühlst.",1772950295926,64,ja,filler-106-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,15,1,0,15,106,Höherer Abschluss,100,trinken,0,,62,Genügend Wasser zu trinken verbessert,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,3648,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",öfter ein Glas Wasser trinken,3648,1772949702479
3611,false,101,,Deutsch,filler,filler,61,59,false,für Reisen innerhalb Deutschlands sehr praktisch.,69ad10c182ae921394d7131b,"Dein/e Gesprächspartner/in spricht mit dir über Reisemöglichkeiten in Deutschland. Ihr überlegt, wie man umweltfreundlich von München nach Hamburg kommen kann.",1772950295926,59,ja,filler-101-filler-list0,32,filler,"Wie wahrscheinlich ist es, dass du die empfohlene Handlung dann auch tatsächlich umsetzt?",,16,1,0,16,101,Höherer Abschluss,100,bahn,0,,61,Der Zug ist,,5b8eab705206680001da3583,random_filler,593447,true,69aca37e417992637b6ed8da,6239,"Wie stark hast du den Eindruck, dass die Sprecherin möchte, dass du ihre Empfehlung befolgst?",häufiger mit der Bahn reisen,6239,1772949702479
